net,length_um
_1684_,5.02
_2104_,5.02
_2914_,5.02
_0984_,5
net198,5
_2440_,4.95
s_tdata[6],4.95
s_tlast,4.95
_0220_,4.94
_0382_,4.94
_0872_,4.94
_0951_,4.94
_1015_,4.94
net195,4.94
_0228_,4.92
_0266_,4.92
_1946_,4.92
_1967_,4.92
_1993_,4.92
_2175_,4.92
_2285_,4.92
_2435_,4.92
_2500_,4.92
_2778_,4.92
_2973_,4.92
_2681_,4.9
_2953_,4.9
_0182_,4.885
_0253_,4.88
_0400_,4.88
_0408_,4.88
_0510_,4.88
_1332_,4.88
_1705_,4.88
_2365_,4.88
_2548_,4.88
_2575_,4.88
_2705_,4.88
net204,4.88
_0331_,4.8
_0422_,4.8
_0590_,4.8
_0896_,4.8
_0930_,4.8
_1083_,4.8
_1729_,4.8
_1854_,4.8
_2064_,4.8
_2127_,4.8
_2202_,4.8
_2249_,4.8
_2297_,4.8
_2345_,4.8
_2652_,4.8
_2835_,4.8
net136,4.8
_1179_,4.78
_1587_,4.78
_2193_,4.78
_0480_,4.76
_1173_,4.76
_1516_,4.76
_1710_,4.76
_2235_,4.76
_2256_,4.76
_2353_,4.76
_2439_,4.76
_2473_,4.76
_2897_,4.76
_2926_,4.76
net99,4.76
m_tdata[17],4.73
m_tdata[25],4.73
_0118_,4.7
_0252_,4.68
_0552_,4.68
_0827_,4.68
_1605_,4.68
_2174_,4.68
net193,4.68
_0361_,4.66
_0063_,4.625
_2095_,4.6
net209,4.6
_0036_,4.585
_0045_,4.585
_0255_,4.56
_1451_,4.56
_1755_,4.56
_0142_,4.525
_1226_,4.48
_1858_,4.48
_1869_,4.48
_1912_,4.48
_2268_,4.48
_2457_,4.48
_2994_,4.48
net188,4.48
_0278_,4.46
_0354_,4.46
_0436_,4.46
_0860_,4.46
_1113_,4.46
_1336_,4.46
_1530_,4.46
_1534_,4.46
_1884_,4.46
_2070_,4.46
_2136_,4.46
_2199_,4.46
_2254_,4.46
_2274_,4.46
_2278_,4.46
_2596_,4.46
net141,4.46
_0016_,4.445
_0960_,4.44
_2404_,4.44
_2413_,4.44
_2430_,4.44
_0015_,4.42
_0592_,4.42
_2520_,4.42
_2659_,4.42
_2680_,4.42
_2791_,4.42
_2954_,4.42
m_tdata[15],4.39
m_tdata[26],4.39
_0024_,4.385
_0143_,4.385
_0399_,4.36
_0857_,4.36
_2138_,4.36
_2207_,4.36
_2943_,4.36
_0364_,4.34
_0529_,4.34
_0540_,4.34
_0671_,4.34
_0700_,4.34
_0789_,4.34
_1431_,4.34
_1662_,4.34
_1739_,4.34
_1839_,4.34
_1936_,4.34
_1997_,4.34
_2017_,4.34
_2030_,4.34
_2425_,4.34
_2469_,4.34
_2709_,4.34
_2847_,4.34
net67,4.34
_0056_,4.295
_0126_,4.295
_0103_,4.24
_0186_,4.24
_0365_,4.22
_0743_,4.22
_1464_,4.22
_1608_,4.22
_1835_,4.22
_2499_,4.22
_2701_,4.22
net85,4.22
_2424_,4.215
_0696_,4.2
_0128_,4.165
_0127_,4.145
_1791_,4.14
_2665_,4.14
_2667_,4.14
_2772_,4.14
net199,4.14
net219,4.14
net221,4.14
_0181_,4.125
_0710_,4.12
net222,4.12
_0328_,4.1
_0340_,4.1
_0638_,4.1
_1274_,4.1
_1429_,4.1
_1811_,4.1
_3026_,4.1
net81,4.1
_0245_,4.08
_2020_,4.08
_0129_,4.065
_2893_,4.025
_1577_,4.02
_1851_,4.02
_1956_,4.02
_0009_,4
_0014_,4
_0370_,4
_0458_,4
_0797_,4
_0991_,4
_1660_,4
_2192_,4
_2419_,4
_2770_,4
_2857_,4
_2859_,4
_2940_,4
_0302_,3.98
_0755_,3.98
_0881_,3.98
_1877_,3.98
_2282_,3.98
_0025_,3.965
_0022_,3.925
_0042_,3.925
_0087_,3.925
_0099_,3.925
_0149_,3.925
_0192_,3.925
_2055_,3.9
_2081_,3.9
_2600_,3.9
net185,3.9
_0317_,3.88
_0332_,3.88
_0468_,3.88
_0790_,3.88
_1133_,3.88
_1165_,3.88
_1379_,3.88
_1650_,3.88
_1737_,3.88
_2179_,3.88
_2608_,3.88
_2708_,3.88
_2734_,3.88
_2840_,3.88
_2854_,3.88
net152,3.88
_0088_,3.805
_0091_,3.805
_0055_,3.78
_0158_,3.78
_0348_,3.78
_1022_,3.78
_2143_,3.78
net139,3.78
_0871_,3.76
_2291_,3.76
net89,3.76
_0156_,3.755
_2262_,3.74
_0079_,3.705
_0155_,3.705
_0162_,3.705
_0177_,3.68
_1786_,3.68
_1804_,3.68
_2077_,3.68
net156,3.68
_1462_,3.66
_3001_,3.66
_2941_,3.645
_2462_,3.64
_2478_,3.64
net97,3.64
_0095_,3.605
_0393_,3.56
_0744_,3.56
_1386_,3.56
_1816_,3.56
_1897_,3.56
_3038_,3.56
_0347_,3.54
_0428_,3.54
_0630_,3.54
_0685_,3.54
_0692_,3.54
_0800_,3.54
_1024_,3.54
_1043_,3.54
_1412_,3.54
_1433_,3.54
_1513_,3.54
_2189_,3.54
_2294_,3.54
_2321_,3.54
_2459_,3.54
_2486_,3.54
_2527_,3.54
_2568_,3.54
_2664_,3.54
_2733_,3.54
_2831_,3.54
_2997_,3.54
net189,3.54
_2487_,3.535
_0543_,3.52
_0733_,3.52
_0064_,3.505
_0157_,3.505
_0125_,3.465
_0168_,3.465
_0086_,3.44
_1443_,3.44
_2506_,3.44
_2576_,3.44
_0206_,3.42
_0343_,3.42
_0740_,3.42
_0741_,3.42
_1864_,3.42
_1939_,3.42
_2019_,3.42
_2250_,3.42
_2458_,3.42
_2646_,3.42
_2692_,3.42
_2703_,3.42
_2977_,3.42
_1327_,3.4
_2444_,3.4
_0096_,3.345
_0115_,3.345
_0117_,3.345
_0120_,3.32
_2219_,3.32
net140,3.32
_0506_,3.3
_1341_,3.3
_1353_,3.3
_2673_,3.3
_0044_,3.245
_0046_,3.245
_0060_,3.245
_0090_,3.245
_0165_,3.225
_0524_,3.22
_0935_,3.22
_2590_,3.22
_0263_,3.2
_0288_,3.2
_1052_,3.2
_0739_,3.18
_1388_,3.18
_1664_,3.18
_1685_,3.16
_1756_,3.16
_0032_,3.125
_0006_,3.1
_0211_,3.1
_0309_,3.1
_0444_,3.1
_0735_,3.1
_1041_,3.1
_1953_,3.1
_2340_,3.1
_2393_,3.1
_2445_,3.1
_0303_,3.08
_0731_,3.08
_1502_,3.08
_1677_,3.08
_1723_,3.08
_1740_,3.08
_1940_,3.08
_1980_,3.08
_2245_,3.08
_2264_,3.08
_2271_,3.08
_2550_,3.08
_2554_,3.08
_2623_,3.08
net84,3.08
net132,3.08
net147,3.08
_0160_,3.055
_0070_,3.045
_0081_,3.045
_0183_,3.005
_2149_,2.98
_2545_,2.98
_2683_,2.98
_0357_,2.96
_0381_,2.96
_0551_,2.96
_0613_,2.96
_0652_,2.96
_0737_,2.96
_1139_,2.96
_1799_,2.96
_2035_,2.96
_2231_,2.96
_2287_,2.96
_2372_,2.96
_2569_,2.96
_2633_,2.96
_2905_,2.96
_0866_,2.95
_0130_,2.885
_0134_,2.885
_0000_,2.86
_0005_,2.86
_0049_,2.86
_0150_,2.86
_0163_,2.86
_0172_,2.86
_0197_,2.86
_0020_,2.785
_0052_,2.785
_0053_,2.785
_0140_,2.785
_0174_,2.785
_0178_,2.785
_0199_,2.785
_0059_,2.76
_0425_,2.76
_0560_,2.76
_1491_,2.76
_2158_,2.76
_2281_,2.76
_2509_,2.76
_2728_,2.76
net192,2.76
net206,2.76
_2218_,2.74
_2798_,2.74
net182,2.74
net70,2.72
_0057_,2.715
_0065_,2.715
_0083_,2.715
_0179_,2.715
_0339_,2.64
_0453_,2.64
_1152_,2.64
_1800_,2.64
_2358_,2.64
_3020_,2.64
_3021_,2.64
net174,2.64
net176,2.64
net177,2.64
_0294_,2.62
_0472_,2.62
_0622_,2.62
_0651_,2.62
_1287_,2.62
_1371_,2.62
_1578_,2.62
_1725_,2.62
_1733_,2.62
_2060_,2.62
_2420_,2.62
_2626_,2.62
_2679_,2.62
_2714_,2.62
_2727_,2.62
net149,2.62
net200,2.62
_0161_,2.585
_0169_,2.585
_0001_,2.545
_0011_,2.545
_0069_,2.545
_0132_,2.545
_0153_,2.545
_0191_,2.545
_0148_,2.52
_2555_,2.52
_2570_,2.52
_2597_,2.52
_2689_,2.52
_2697_,2.52
_2773_,2.52
net125,2.52
_0386_,2.5
_0479_,2.5
_0598_,2.5
_0823_,2.5
_1013_,2.5
_1056_,2.5
_1066_,2.5
_1183_,2.5
_1558_,2.5
_1585_,2.5
_1836_,2.5
_2119_,2.5
_2273_,2.5
_2326_,2.5
_2671_,2.5
_2702_,2.5
_2806_,2.5
_3007_,2.5
net163,2.5
_0038_,2.485
_0068_,2.485
_0040_,2.42
_2711_,2.4
_0039_,2.375
_0114_,2.375
_0135_,2.375
_0145_,2.375
_0166_,2.375
_0037_,2.325
_0066_,2.325
_0067_,2.325
_0076_,2.325
_0108_,2.325
_0173_,2.325
_0187_,2.325
_0194_,2.325
_0227_,2.3
_1396_,2.3
_1651_,2.3
_1731_,2.3
_2352_,2.3
net103,2.3
_0421_,2.28
_0938_,2.18
_1432_,2.18
_2272_,2.18
_2491_,2.18
_2916_,2.18
net164,2.18
net214,2.18
_0259_,2.16
_0360_,2.16
_0372_,2.16
_0457_,2.16
_0474_,2.16
_0762_,2.16
_1158_,2.16
_1496_,2.16
_1887_,2.16
_2201_,2.16
_2303_,2.16
_2433_,2.16
_2449_,2.16
_2472_,2.16
_2591_,2.16
_2662_,2.16
_2666_,2.16
_2676_,2.16
_2725_,2.16
_2729_,2.16
_2889_,2.16
_2979_,2.16
net94,2.16
net142,2.16
net159,2.16
net160,2.16
net175,2.16
_0010_,2.145
_0023_,2.145
_0026_,2.145
_0027_,2.145
_0113_,2.145
_0018_,2.125
_0078_,2.125
_0093_,2.125
_0147_,2.125
_0151_,2.125
_0193_,2.125
_0537_,2.11
_1734_,2.11
_0176_,2.085
_0198_,2.085
_0123_,2.08
_0164_,2.08
_1794_,2.06
_2280_,2.06
_2517_,2.06
_2535_,2.06
_2549_,2.06
_2551_,2.06
_2566_,2.06
_2574_,2.06
_2675_,2.06
_2695_,2.06
_2699_,2.06
_2717_,2.06
net112,2.06
_0277_,2.04
_0413_,2.04
_0484_,2.04
_0589_,2.04
_0658_,2.04
_0811_,2.04
_0980_,2.04
_1141_,2.04
_1726_,2.04
_2098_,2.04
_2133_,2.04
_2183_,2.04
_2265_,2.04
_2468_,2.04
_2471_,2.04
_2668_,2.04
_2721_,2.04
_2785_,2.04
_2809_,2.04
net194,2.04
_0122_,2.035
_0029_,2.025
_0030_,2.025
_0072_,2.025
_0188_,2.025
_0061_,1.865
_0075_,1.865
_0105_,1.865
_0116_,1.865
_0167_,1.865
_0190_,1.865
_0201_,1.865
_0574_,1.84
_0869_,1.84
_1072_,1.84
_1590_,1.84
_2251_,1.84
_2276_,1.84
_2279_,1.84
_2405_,1.84
_2431_,1.84
net138,1.84
net205,1.84
_0447_,1.82
_3035_,1.82
net108,1.82
net212,1.82
net217,1.82
_1168_,1.72
_1408_,1.72
_1941_,1.72
_2153_,1.72
_2252_,1.72
_2261_,1.72
_2359_,1.72
_2373_,1.72
_2386_,1.72
_2414_,1.72
_2488_,1.72
_2501_,1.72
_2825_,1.72
_2846_,1.72
_2957_,1.72
net224,1.72
_0216_,1.7
_0352_,1.7
_0377_,1.7
_0477_,1.7
_0575_,1.7
_0603_,1.7
_0722_,1.7
_0751_,1.7
_1027_,1.7
_1211_,1.7
_1233_,1.7
_1435_,1.7
_1565_,1.7
_1584_,1.7
_1697_,1.7
_1714_,1.7
_1793_,1.7
_2169_,1.7
_2263_,1.7
_2605_,1.7
_2684_,1.7
_2723_,1.7
_2841_,1.7
_2881_,1.7
net145,1.7
net150,1.7
net157,1.7
_0097_,1.685
_0137_,1.685
_0139_,1.685
_0152_,1.685
_0607_,1.6
net79,1.6
_0112_,1.575
_0054_,1.405
_0203_,1.405
_0221_,1.38
_0680_,1.38
_2704_,1.38
_2706_,1.38
_2722_,1.38
_2960_,1.38
net208,1.38
net211,1.38
net218,1.38
_1949_,1.36
_2498_,1.29
_2453_,1.26
net117,1.26
_2306_,1.14
_2617_,1.14
_2649_,1.14
_2654_,1.14
_0987_,0.92
_1103_,0.92
_1419_,0.92
_1688_,0.92
_2001_,0.92
_2266_,0.92
_2528_,0.92
_3019_,0.92
net144,0.92
net148,0.92
net168,0.92
net181,0.92
net213,0.92
_2346_,0.8
_2922_,0.8
_3015_,0.8
_0312_,0.46
_2045_,0.46
_2406_,0.46
_2710_,0.46
_2739_,0.46
_2913_,0.46
net143,0.46
net146,0.46
net162,0.46
net167,0.46
net171,0.46
net172,0.46
net210,0.46
net216,0.46
