net,length_um
u_interface.u_compute_core.scaled_data\[5\],8.7
_0958_,8.69
_0256_,8.66
_0284_,8.66
_1056_,8.66
_2173_,8.66
_1696_,8.64
_0943_,8.62
_1872_,8.62
_1564_,8.6
_1863_,8.6
_2149_,8.6
_0540_,8.58
_0922_,8.58
_0951_,8.58
_1148_,8.58
_1207_,8.58
_1335_,8.58
_1892_,8.58
_2029_,8.58
_2188_,8.58
_0954_,8.56
_2010_,8.54
_2296_,8.5
_0892_,8.48
_0947_,8.48
net131,8.48
_0220_,8.46
_0317_,8.44
_1014_,8.44
_1223_,8.44
_1617_,8.44
_1788_,8.44
_1842_,8.44
_2002_,8.44
_0296_,8.4
_1070_,8.4
_1790_,8.4
_2192_,8.4
_0390_,8.36
_0862_,8.36
_1115_,8.36
_1695_,8.36
_2252_,8.36
net105,8.36
_1213_,8.34
_1632_,8.34
_2232_,8.34
_0230_,8.32
_0399_,8.32
_1659_,8.28
_0878_,8.24
_1066_,8.24
_1205_,8.24
_1263_,8.24
_1611_,8.24
_0874_,8.22
_1140_,8.22
_0790_,8.2
_1267_,8.2
_2197_,8.2
_1278_,8.18
_1634_,8.18
_1777_,8.16
_0029_,8.155
_1592_,8.14
net36,8.14
_0202_,8.12
_0260_,8.12
_1328_,8.12
_1408_,8.12
_2286_,8.12
_0303_,8.1
_0889_,8.1
_1221_,8.1
_1680_,8.1
_1846_,8.1
_1915_,8.1
_1494_,8.08
_2073_,8.06
_0300_,8.02
_1318_,8.02
_1350_,8.02
_1351_,8.02
_1413_,8.02
_1941_,8.02
net146,8.02
_0502_,8
_0571_,7.98
_1211_,7.98
_1767_,7.98
_2196_,7.98
net30,7.98
net50,7.98
_2134_,7.96
_2273_,7.96
_0391_,7.94
_0934_,7.92
_1232_,7.92
_2231_,7.92
_0311_,7.9
_0335_,7.9
_0801_,7.9
_0858_,7.9
_0937_,7.9
_1160_,7.9
_2041_,7.9
_2203_,7.9
_2260_,7.9
_0386_,7.88
_2212_,7.88
_1619_,7.875
_0653_,7.86
_0829_,7.86
_2262_,7.86
_0158_,7.845
_1179_,7.82
_0111_,7.815
_2151_,7.8
net109,7.8
net148,7.8
_0032_,7.78
_0564_,7.78
_0655_,7.78
_1183_,7.78
_1664_,7.78
_1733_,7.78
_1567_,7.76
_1603_,7.76
_2024_,7.76
_2138_,7.76
_0347_,7.74
_0658_,7.7
_0665_,7.7
_1623_,7.68
_1857_,7.68
net57,7.68
_0494_,7.66
_0605_,7.66
_1116_,7.66
_1306_,7.66
_1550_,7.66
_1683_,7.66
_0576_,7.64
_0618_,7.64
_1431_,7.64
_1971_,7.64
_2019_,7.64
_2156_,7.64
_2235_,7.64
_2045_,7.62
_1889_,7.6
_0993_,7.58
_1536_,7.58
_2025_,7.58
_2280_,7.58
_1254_,7.56
_1420_,7.56
_1451_,7.56
_1486_,7.56
net37,7.56
net64,7.56
_0810_,7.54
_0843_,7.54
_1030_,7.54
_1311_,7.54
_1965_,7.54
_0376_,7.52
_0382_,7.52
_0383_,7.52
_0865_,7.52
_0924_,7.52
_1274_,7.52
_1506_,7.52
_1708_,7.52
_2143_,7.52
net48,7.52
_0380_,7.46
_0616_,7.44
_1399_,7.44
_2177_,7.44
_2139_,7.42
_2150_,7.42
_0871_,7.4
_1675_,7.34
_0286_,7.32
_0379_,7.32
_1354_,7.32
_1539_,7.32
_1319_,7.3
_0972_,7.295
_0631_,7.28
_0731_,7.28
_0808_,7.28
_1247_,7.28
net129,7.26
_0004_,7.245
_0730_,7.24
_1019_,7.24
_1833_,7.22
_2258_,7.22
_0277_,7.2
_0821_,7.2
_1473_,7.2
_2131_,7.2
_2247_,7.2
_2281_,7.2
_0251_,7.18
_0745_,7.18
_1795_,7.18
_1933_,7.18
_2145_,7.18
_2307_,7.18
net123,7.16
_1698_,7.14
_1397_,7.125
_0577_,7.12
_0971_,7.12
_1844_,7.12
_1321_,7.115
_1047_,7.1
_2075_,7.1
_0968_,7.08
_1937_,7.08
_0136_,7.065
_0569_,7.06
_2104_,7.06
_2172_,7.06
_0815_,7.02
_1425_,7.02
_1315_,7
_0330_,6.98
_0732_,6.98
_1244_,6.98
_1734_,6.98
_2120_,6.98
_2216_,6.98
_1404_,6.96
net31,6.96
_0084_,6.925
_0208_,6.88
_1189_,6.88
_1208_,6.88
_1323_,6.88
net110,6.88
_0112_,6.86
_0589_,6.86
_0828_,6.86
_0970_,6.86
_1096_,6.86
_1195_,6.86
_1559_,6.86
_1613_,6.86
_1419_,6.84
_0177_,6.825
_0980_,6.82
_2102_,6.82
_1004_,6.79
_1104_,6.78
_1621_,6.78
_1725_,6.78
_1772_,6.78
_1952_,6.76
net78,6.76
net126,6.76
net144,6.76
_0263_,6.74
_1222_,6.74
_1308_,6.74
_1465_,6.74
_1554_,6.74
_1693_,6.74
_0323_,6.72
_0396_,6.72
_0536_,6.72
_0556_,6.72
_0905_,6.72
_1434_,6.72
_1458_,6.72
_1477_,6.72
_1802_,6.72
_2082_,6.72
_2127_,6.72
net74,6.72
_0074_,6.705
_0704_,6.66
_1026_,6.66
_1181_,6.66
_1257_,6.66
_1336_,6.66
_1993_,6.66
_2215_,6.66
net81,6.66
m_tdata[0],6.65
m_tdata[16],6.65
_0003_,6.64
_0207_,6.64
_0561_,6.64
_1475_,6.64
_1488_,6.64
_1543_,6.64
_1645_,6.64
_1765_,6.64
_1770_,6.64
_2092_,6.64
_2198_,6.64
net86,6.64
net119,6.64
_0907_,6.62
_2301_,6.62
_1224_,6.61
_0325_,6.6
_0514_,6.6
_0553_,6.6
_0796_,6.6
_1087_,6.6
_1769_,6.6
_1798_,6.6
_2292_,6.6
_1188_,6.585
_0366_,6.57
_0023_,6.56
_0860_,6.56
_1618_,6.56
_0352_,6.52
_1000_,6.52
_1077_,6.52
_1416_,6.52
_1334_,6.5
_1738_,6.5
_1954_,6.5
_0031_,6.465
_0143_,6.465
_0163_,6.465
_0181_,6.465
_0276_,6.44
_0582_,6.42
_1347_,6.42
_1557_,6.42
net111,6.42
_0651_,6.4
_0709_,6.4
_0991_,6.4
_1017_,6.4
_1159_,6.4
_1382_,6.4
_1487_,6.4
_1670_,6.4
_2259_,6.4
_0259_,6.38
_1378_,6.38
_1599_,6.38
_0125_,6.365
_0154_,6.365
_0473_,6.36
_0535_,6.36
_1379_,6.36
_1728_,6.36
_2284_,6.36
_1036_,6.32
_1129_,6.32
s_tdata[9],6.31
_0182_,6.3
_0497_,6.3
_0733_,6.3
_0990_,6.3
_1324_,6.3
_1471_,6.3
_1959_,6.3
net33,6.3
net112,6.3
net122,6.3
net124,6.3
net137,6.3
_0550_,6.28
_0852_,6.28
_0964_,6.28
_1251_,6.28
_1597_,6.28
_1667_,6.28
_0216_,6.26
_0403_,6.26
_0664_,6.26
_1388_,6.26
_1481_,6.26
_1584_,6.26
_1630_,6.26
net94,6.26
_0685_,6.24
_0530_,6.2
_0574_,6.2
_1050_,6.2
_1110_,6.2
_1142_,6.2
_1155_,6.2
_1460_,6.2
_0167_,6.185
_0059_,6.18
_0241_,6.18
_1316_,6.18
_1497_,6.18
_1498_,6.18
_1589_,6.18
_1895_,6.18
_1904_,6.18
_2184_,6.18
_0936_,6.16
_0232_,6.14
_1320_,6.14
_1926_,6.14
_2079_,6.14
_1310_,6.125
_0019_,6.1
_1723_,6.09
s_tdata[22],6.09
_0043_,6.08
_0559_,6.06
_0692_,6.06
_0694_,6.06
_0721_,6.06
_0950_,6.06
_1069_,6.06
_1130_,6.06
_1185_,6.06
_1294_,6.06
_1359_,6.06
_1389_,6.06
_2264_,6.06
_2274_,6.06
_2310_,6.06
net70,6.06
_0026_,6.04
_1508_,6.04
_0165_,6.035
_0520_,6.035
_0060_,6.025
_0482_,6.02
_0726_,6.02
_0912_,6.02
_0362_,6.01
net118,5.98
m_tdata[15],5.97
s_tdata[11],5.97
s_tvalid,5.97
net115,5.96
net134,5.96
_0273_,5.94
_0398_,5.94
_0687_,5.94
_0914_,5.94
_1212_,5.94
_1342_,5.94
_1394_,5.94
_1541_,5.94
_1582_,5.94
_1677_,5.94
_2267_,5.94
_0011_,5.895
_0760_,5.86
_1081_,5.86
_1203_,5.86
_2153_,5.86
net75,5.86
_0228_,5.84
_0657_,5.84
_1292_,5.84
_1526_,5.84
_1732_,5.84
_1740_,5.84
_1803_,5.84
_1886_,5.84
_1978_,5.84
_0014_,5.825
_0615_,5.82
_1586_,5.82
_0683_,5.8
_0690_,5.8
_0707_,5.8
_0780_,5.8
_2034_,5.8
_0681_,5.78
_2276_,5.77
_0079_,5.765
_0172_,5.765
_1280_,5.74
_1479_,5.74
_1903_,5.74
_0609_,5.73
_0199_,5.72
_0351_,5.72
_0407_,5.72
_0844_,5.72
_0898_,5.72
_1054_,5.72
_1137_,5.72
_1172_,5.72
_1534_,5.72
_1711_,5.72
_1768_,5.72
_1791_,5.72
_1876_,5.72
_1881_,5.72
u_interface.core_attn_out\[1\],5.72
_1167_,5.7
_0397_,5.68
_1272_,5.68
_1641_,5.68
_1699_,5.68
_1924_,5.68
_2056_,5.68
_0149_,5.675
_1046_,5.66
s_tdata[21],5.63
_0035_,5.62
_0134_,5.62
_0055_,5.605
_0206_,5.6
_0250_,5.6
_0355_,5.6
_0466_,5.6
_0547_,5.6
_1009_,5.6
_1338_,5.6
_1442_,5.6
_1606_,5.6
_1894_,5.6
_2072_,5.6
net138,5.6
_0554_,5.58
_0786_,5.58
_0338_,5.56
_0008_,5.545
_0156_,5.545
_1032_,5.52
_2217_,5.52
_1062_,5.48
_1083_,5.48
_1097_,5.48
_1580_,5.48
_0085_,5.465
_1739_,5.46
_1421_,5.44
_2234_,5.44
rst,5.41
_0509_,5.4
_1535_,5.4
_1604_,5.4
_1661_,5.4
_1986_,5.4
_2097_,5.4
_1057_,5.38
_1210_,5.38
_1478_,5.38
_1502_,5.38
_1709_,5.38
_1935_,5.38
_1998_,5.38
_2063_,5.38
_2119_,5.38
_2152_,5.38
_0314_,5.36
_0524_,5.36
_0727_,5.36
_1778_,5.36
_1970_,5.36
net66,5.36
_0504_,5.34
_1023_,5.34
_1448_,5.34
_1688_,5.34
_1797_,5.34
_1957_,5.34
_2111_,5.34
_2205_,5.34
_2289_,5.34
net71,5.34
m_tdata[10],5.29
m_tdata[12],5.29
m_tdata[14],5.29
m_tdata[19],5.29
m_tdata[22],5.29
m_tdata[24],5.29
m_tdata[2],5.29
m_tdata[6],5.29
m_tdata[7],5.29
m_tdata[9],5.29
net69,5.28
_0086_,5.265
_0247_,5.26
_0979_,5.26
_1068_,5.26
_1284_,5.26
_1412_,5.26
_1429_,5.26
_1552_,5.26
_1650_,5.26
_2033_,5.26
_2170_,5.26
_0091_,5.245
_0169_,5.235
_0378_,5.22
_0425_,5.22
_0748_,5.22
_1371_,5.22
_1678_,5.22
_1758_,5.22
_1763_,5.22
_1962_,5.22
_0909_,5.2
_0174_,5.18
_0107_,5.16
_1240_,5.16
_1438_,5.16
_2114_,5.16
_0995_,5.14
_1126_,5.14
_1301_,5.14
_1449_,5.14
_1614_,5.14
_0744_,5.07
_0141_,5.065
_1839_,5.06
_1869_,5.06
net121,5.06
net143,5.06
_0171_,5.045
_0573_,5.04
_1636_,5.04
_1705_,5.03
_0213_,5.02
_0242_,5.02
_0318_,5.02
_0495_,5.02
_0496_,5.02
_0768_,5.02
_0807_,5.02
_0812_,5.02
_2201_,5.02
_2242_,5.02
_2108_,5
_2159_,5
_2313_,5
_1622_,4.97
net154,4.965
_0132_,4.96
s_tdata[23],4.95
s_tdata[8],4.95
_0620_,4.94
_0636_,4.94
_0660_,4.94
_0773_,4.94
_0866_,4.94
_0925_,4.94
_1177_,4.94
_1406_,4.94
_1466_,4.94
_2115_,4.94
_2265_,4.94
_0591_,4.92
_0923_,4.92
_0935_,4.92
_1527_,4.92
_1748_,4.92
_1780_,4.92
_1867_,4.92
_1983_,4.92
_2071_,4.92
_2236_,4.92
net91,4.92
_0782_,4.9
_0021_,4.885
_0037_,4.885
_0253_,4.88
_0332_,4.88
_0555_,4.88
_0640_,4.88
_0737_,4.88
_1283_,4.88
_1576_,4.88
_1722_,4.88
_1736_,4.88
_1787_,4.88
_2031_,4.88
net136,4.88
_0825_,4.83
m_tready,4.83
_0042_,4.805
_0010_,4.8
_0324_,4.8
_0370_,4.8
_0385_,4.8
_0804_,4.8
_0831_,4.8
_0939_,4.8
_1358_,4.8
_1370_,4.8
_1520_,4.8
_1616_,4.8
_1637_,4.8
_1654_,4.8
_1940_,4.8
_2099_,4.8
net76,4.8
_0358_,4.78
_0752_,4.78
_0960_,4.78
_0288_,4.76
_0340_,4.76
_0361_,4.76
_0787_,4.76
_1273_,4.76
_1337_,4.76
_1528_,4.76
_1789_,4.76
_1943_,4.76
_0168_,4.7
_0499_,4.68
_0590_,4.68
_0663_,4.68
_0753_,4.68
_1041_,4.68
_1807_,4.68
_1858_,4.68
_2155_,4.68
_0711_,4.66
_1349_,4.66
_1290_,4.635
m_tdata[21],4.61
m_tdata[23],4.61
m_tdata[4],4.61
m_tdata[8],4.61
s_tdata[10],4.61
s_tlast,4.61
_0052_,4.585
_1545_,4.58
net116,4.58
_0192_,4.56
_0503_,4.56
_0587_,4.56
_0679_,4.56
_0743_,4.56
_0856_,4.56
_0908_,4.56
_1286_,4.56
_1663_,4.54
_0696_,4.49
_0560_,4.485
_0189_,4.48
_0649_,4.48
_0728_,4.48
_0772_,4.48
_1051_,4.48
_1105_,4.48
_1149_,4.48
_1227_,4.48
_1435_,4.48
_1703_,4.48
_1721_,4.48
_2130_,4.48
_2249_,4.48
_0433_,4.46
_0800_,4.46
_0885_,4.46
_1003_,4.46
_1015_,4.46
_1436_,4.46
_1749_,4.46
_1756_,4.46
_1861_,4.46
_1878_,4.46
_1896_,4.46
_1932_,4.46
_2186_,4.46
_0632_,4.44
_1187_,4.44
_1401_,4.44
_1555_,4.44
_0906_,4.42
_1785_,4.42
_0075_,4.385
_0855_,4.36
_1330_,4.36
_1391_,4.36
_1776_,4.36
_1852_,4.36
_0236_,4.34
_0364_,4.34
_0419_,4.34
_0452_,4.34
_0491_,4.34
_0725_,4.34
_0739_,4.34
_0771_,4.34
_1037_,4.34
_1064_,4.34
_1601_,4.34
_1747_,4.34
_1759_,4.34
_1766_,4.34
_1809_,4.34
_1864_,4.34
_2268_,4.34
net102,4.34
_0036_,4.325
_0048_,4.325
_0164_,4.325
_1143_,4.32
_0160_,4.295
m_tdata[11],4.27
m_tdata[18],4.27
m_tdata[1],4.27
m_tdata[31],4.27
m_tdata[3],4.27
_1398_,4.245
_0102_,4.24
_1166_,4.24
_0215_,4.22
_0542_,4.22
_0911_,4.22
_1230_,4.22
_1437_,4.22
_1627_,4.22
_1773_,4.22
net151,4.215
_0105_,4.165
_0130_,4.165
_1265_,4.14
_1851_,4.14
_0146_,4.125
_0053_,4.12
_2122_,4.12
_0327_,4.1
_0817_,4.1
_0952_,4.1
_1346_,4.1
_2308_,4.1
_0101_,4.095
_0148_,4.095
_2091_,4.08
_0000_,4.065
_0928_,4.02
_1165_,4.02
_2302_,4.02
_0289_,4
_0976_,4
_1092_,4
_1260_,4
_1615_,4
_1638_,4
_1704_,4
_1744_,4
_1920_,4
_1945_,4
_1964_,4
_2035_,4
_0697_,3.98
_0705_,3.98
_0901_,3.98
_1127_,3.98
_1837_,3.98
_0017_,3.965
_1298_,3.94
m_tdata[13],3.93
m_tdata[17],3.93
m_tdata[20],3.93
m_tdata[25],3.93
m_tdata[30],3.93
m_tdata[5],3.93
m_tvalid,3.93
s_tready,3.93
_0072_,3.925
_0097_,3.925
_0269_,3.9
_1084_,3.9
_1252_,3.9
_1422_,3.9
_0248_,3.88
_0282_,3.88
_0354_,3.88
_0406_,3.88
_0538_,3.88
_0718_,3.88
_0868_,3.88
_1405_,3.88
_1418_,3.88
_1572_,3.88
_1665_,3.88
_1676_,3.88
_1692_,3.88
_1917_,3.88
_1987_,3.88
_2051_,3.88
_2093_,3.88
_2304_,3.88
_1446_,3.86
_0024_,3.805
_0057_,3.805
_0094_,3.805
_0176_,3.805
_0155_,3.78
_0903_,3.78
net96,3.77
_0754_,3.76
_1840_,3.76
_0051_,3.705
_0087_,3.705
_0089_,3.705
_1101_,3.68
_1459_,3.68
net114,3.68
net125,3.68
_2103_,3.66
_2288_,3.66
net113,3.66
_0722_,3.64
_0769_,3.64
_0919_,3.64
_1058_,3.64
_1099_,3.64
_0116_,3.625
_0321_,3.56
_0622_,3.56
_0765_,3.56
_0854_,3.56
_1139_,3.56
_1411_,3.56
_1600_,3.56
_1184_,3.555
_0187_,3.54
_0350_,3.54
_0384_,3.54
_0819_,3.54
_0883_,3.54
_1322_,3.54
_1472_,3.54
_1540_,3.54
_1666_,3.54
_1681_,3.54
_1686_,3.54
_1726_,3.54
_1810_,3.54
_1873_,3.54
_1976_,3.54
net139,3.54
net142,3.54
net149,3.54
net153,3.54
_0078_,3.525
_1136_,3.52
_1607_,3.52
_0082_,3.465
_0344_,3.44
_0684_,3.44
_1523_,3.44
_1594_,3.44
_1754_,3.44
_0283_,3.42
_0291_,3.42
_0798_,3.42
_1049_,3.42
_1090_,3.42
_1255_,3.42
_1332_,3.42
_1367_,3.42
_1410_,3.42
_1500_,3.42
_1565_,3.42
_1715_,3.42
_1784_,3.42
_1793_,3.42
_1831_,3.42
_1950_,3.42
_2013_,3.42
_2176_,3.42
_2204_,3.42
_2277_,3.42
_2290_,3.42
net104,3.42
_0020_,3.32
_0121_,3.32
_2300_,3.32
_0845_,3.3
_1433_,3.3
net85,3.3
_1200_,3.26
_0054_,3.245
_0066_,3.245
_0225_,3.22
_2278_,3.22
net133,3.22
net145,3.2
_1505_,3.18
_1522_,3.18
net79,3.18
_0110_,3.175
_0065_,3.165
_0049_,3.145
_0123_,3.145
_0133_,3.145
_0714_,3.1
_0859_,3.1
_0893_,3.1
_0913_,3.1
_0957_,3.1
_1571_,3.1
_1608_,3.1
_1714_,3.1
_2050_,3.1
_0151_,3.08
_0326_,3.08
_0368_,3.08
_0410_,3.08
_0537_,3.08
_0575_,3.08
_0917_,3.08
_1193_,3.08
_1266_,3.08
_1373_,3.08
_1381_,3.08
_1463_,3.08
_1620_,3.08
_1625_,3.08
_1713_,3.08
_1855_,3.08
_1907_,3.08
_1927_,3.08
_1938_,3.08
_1947_,3.08
_1961_,3.08
_2070_,3.08
net77,3.08
net99,3.08
_0015_,3.075
_0018_,3.065
_0126_,3.055
_0012_,3.045
_0067_,3.045
_0145_,3.045
_0109_,3.005
_0135_,3.005
_0137_,3.005
_0161_,3.005
_0006_,3
_1225_,2.98
_1250_,2.98
_1348_,2.98
_1384_,2.98
_1897_,2.98
_1949_,2.98
_0357_,2.96
_0411_,2.96
_0544_,2.96
_0955_,2.96
_1202_,2.96
_1226_,2.96
_1573_,2.96
_1737_,2.96
_1745_,2.96
_1783_,2.96
_1913_,2.96
_1923_,2.96
_1956_,2.96
_2028_,2.96
_0064_,2.945
_0090_,2.945
_0038_,2.885
_0039_,2.885
_0009_,2.88
_0025_,2.86
_0046_,2.86
_0180_,2.86
_2195_,2.84
_0081_,2.835
_0062_,2.785
_0063_,2.785
_0096_,2.785
_0098_,2.785
_0099_,2.785
_0298_,2.76
_0392_,2.76
_0624_,2.76
_0872_,2.76
_1190_,2.76
_1452_,2.76
_2113_,2.76
net97,2.74
_1072_,2.72
_0022_,2.715
_1249_,2.7
_0448_,2.64
_0775_,2.64
_1011_,2.64
_1031_,2.64
_1304_,2.64
_1376_,2.64
_1474_,2.64
_1509_,2.64
_2000_,2.64
_2230_,2.64
_0262_,2.62
_0301_,2.62
_0408_,2.62
_0429_,2.62
_0541_,2.62
_0676_,2.62
_0755_,2.62
_0762_,2.62
_0814_,2.62
_1581_,2.62
_1822_,2.62
_1905_,2.62
_1911_,2.62
_1918_,2.62
_1929_,2.62
_1951_,2.62
_2036_,2.62
_2053_,2.62
_2076_,2.62
_2123_,2.62
net67,2.62
net93,2.62
net120,2.62
_0007_,2.605
_0013_,2.605
_0127_,2.605
_0128_,2.605
_0056_,2.595
net92,2.595
_0840_,2.57
_0092_,2.545
_0100_,2.545
_0108_,2.545
_0170_,2.545
_0175_,2.545
_0005_,2.52
_0033_,2.52
_0040_,2.52
_0612_,2.52
_0642_,2.52
_1300_,2.52
_1312_,2.52
_1390_,2.52
_1499_,2.52
_1828_,2.52
_0329_,2.5
_0414_,2.5
_0455_,2.5
_0666_,2.5
_0723_,2.5
_0983_,2.5
_1169_,2.5
_1178_,2.5
_1387_,2.5
_1423_,2.5
_1428_,2.5
_1551_,2.5
_1596_,2.5
_1834_,2.5
_1883_,2.5
_1906_,2.5
_1948_,2.5
_1955_,2.5
_2005_,2.5
_2007_,2.5
_2043_,2.5
_2187_,2.5
_2190_,2.5
_2229_,2.5
_0150_,2.425
_0093_,2.42
_0144_,2.42
_0272_,2.4
_0594_,2.38
_1702_,2.38
net80,2.38
_0041_,2.375
_0045_,2.375
_0095_,2.375
_0115_,2.375
_0152_,2.375
_0028_,2.325
_0034_,2.325
_0044_,2.325
_0068_,2.325
_0069_,2.325
_0076_,2.325
_0106_,2.325
_0118_,2.325
_0153_,2.325
_0607_,2.3
_1132_,2.3
_1134_,2.3
_1231_,2.3
_1279_,2.3
_1327_,2.3
_1542_,2.3
_1553_,2.3
_1674_,2.3
_1991_,2.3
_2030_,2.3
_2047_,2.3
_2285_,2.3
net100,2.3
_0388_,2.28
_0549_,2.28
_0876_,2.28
_0890_,2.28
_0047_,2.255
_0479_,2.18
_0678_,2.18
_0942_,2.18
_0985_,2.18
_1038_,2.18
_1262_,2.18
_1462_,2.18
_1524_,2.18
_1588_,2.18
_1727_,2.18
_2039_,2.18
_2200_,2.18
_0195_,2.16
_0265_,2.16
_0285_,2.16
_0401_,2.16
_0415_,2.16
_0600_,2.16
_0645_,2.16
_0770_,2.16
_0794_,2.16
_0809_,2.16
_0861_,2.16
_0984_,2.16
_1016_,2.16
_1128_,2.16
_1171_,2.16
_1182_,2.16
_1233_,2.16
_1352_,2.16
_1361_,2.16
_1519_,2.16
_1644_,2.16
_1652_,2.16
_1741_,2.16
_1794_,2.16
_1826_,2.16
_1870_,2.16
_1936_,2.16
_1958_,2.16
_2060_,2.16
_2135_,2.16
_2140_,2.16
net68,2.16
_0016_,2.145
_0117_,2.145
_0129_,2.145
_0131_,2.145
_0166_,2.125
_0173_,2.125
_0178_,2.125
_0179_,2.125
_0140_,2.085
_0138_,2.08
_0142_,2.08
_0198_,2.08
_1020_,2.06
_1076_,2.06
_1122_,2.06
_1569_,2.06
_1761_,2.06
_1771_,2.06
_1799_,2.06
_1805_,2.06
_1910_,2.06
_1912_,2.06
_1914_,2.06
_1916_,2.06
_1960_,2.06
_0336_,2.04
_0512_,2.04
_0637_,2.04
_0996_,2.04
_1007_,2.04
_1088_,2.04
_1107_,2.04
_1229_,2.04
_1239_,2.04
_1281_,2.04
_1329_,2.04
_1640_,2.04
_1660_,2.04
_1729_,2.04
_1801_,2.04
_1808_,2.04
_1899_,2.04
_1992_,2.04
_2089_,2.04
_2221_,2.04
net135,2.04
_0050_,2.025
_0070_,2.025
_0071_,2.025
_0157_,2.025
_0162_,2.025
_1898_,1.94
_0077_,1.865
_0088_,1.865
_0103_,1.865
_0777_,1.84
_0882_,1.84
_0886_,1.84
_0999_,1.84
_1001_,1.84
_1113_,1.84
_1712_,1.84
_2116_,1.81
_0254_,1.72
_0578_,1.72
_0617_,1.72
_0811_,1.72
_1078_,1.72
net117,1.72
_0252_,1.7
_0359_,1.7
_0816_,1.7
_0894_,1.7
_0910_,1.7
_1098_,1.7
_1289_,1.7
_1706_,1.7
_1779_,1.7
_1847_,1.7
_1942_,1.7
_2017_,1.7
_2058_,1.7
net72,1.7
net82,1.7
net107,1.7
_0061_,1.685
_0080_,1.685
_0083_,1.685
_0119_,1.685
_0120_,1.685
_0122_,1.685
_0124_,1.685
_0139_,1.685
_0147_,1.685
_1409_,1.6
net84,1.6
_1694_,1.48
_0027_,1.405
_0472_,1.38
_0837_,1.38
_0881_,1.38
_0959_,1.38
_1180_,1.38
_1774_,1.38
_1781_,1.38
_1796_,1.38
_1800_,1.38
_1902_,1.38
_1919_,1.38
_1946_,1.38
_2245_,1.38
_2044_,1.36
_0210_,1.26
_0476_,1.26
_0758_,1.26
_0864_,1.26
_0944_,1.26
_0962_,1.26
_1214_,1.26
_1309_,1.26
_1457_,1.26
_1819_,1.26
_2283_,1.26
_1216_,1.22
_1118_,1.14
_1985_,1.14
_0320_,0.92
_0702_,0.92
_0710_,0.92
_0823_,0.92
_0921_,0.92
_1866_,0.92
_1939_,0.92
_2309_,0.92
net98,0.92
net101,0.92
net140,0.92
net147,0.92
_0217_,0.8
_1558_,0.8
_2038_,0.8
_0309_,0.46
_0440_,0.46
_0668_,0.46
_0836_,0.46
_1085_,0.46
_1414_,0.46
_1750_,0.46
_1786_,0.46
_1806_,0.46
_1928_,0.46
_1930_,0.46
_1963_,0.46
net103,0.46
net106,0.46
net108,0.46
net127,0.46
net141,0.46
